0.50000,0.00000,0.00000,0.50000,0.00000,0.00000,0.00000
0.50000,0.00000,0.00000,0.33672,0.00000,0.08164,0.08164
0.50000,0.00000,0.00000,0.06016,0.00000,0.21992,0.21992
0.50000,0.00000,0.00000,0.03158,0.00000,0.23421,0.23421
0.50000,0.00000,0.00000,0.28831,0.00000,0.10584,0.10584
0.50000,0.00000,0.00000,0.49500,0.00000,0.00250,0.00250
0.50000,0.00000,0.00000,0.38165,0.00000,0.05917,0.05917
0.50000,0.00000,0.00000,0.09633,0.00000,0.20183,0.20183
0.50000,0.00000,0.00000,0.01174,0.00000,0.24413,0.24413
0.50000,0.00000,0.00000,0.23838,0.00000,0.13081,0.13081
0.50000,0.00000,0.00000,0.48019,0.00000,0.00990,0.00990
0.50000,0.00000,0.00000,0.42132,0.00000,0.03934,0.03934
0.50000,0.00000,0.00000,0.13866,0.00000,0.18067,0.18067
0.50000,0.00000,0.00000,0.00144,0.00000,0.24928,0.24928
0.50000,0.00000,0.00000,0.18891,0.00000,0.15555,0.15555
0.50000,0.00000,0.00000,0.45618,0.00000,0.02191,0.02191
0.50000,0.00000,0.00000,0.45413,0.00000,0.02294,0.02294
0.50000,0.00000,0.00000,0.18544,0.00000,0.15728,0.15728
0.50000,0.00000,0.00000,0.00108,0.00000,0.24946,0.24946
0.50000,0.00000,0.00000,0.14188,0.00000,0.17906,0.17906
0.50000,0.00000,0.00000,0.42391,0.00000,0.03804,0.03804
0.50000,0.00000,0.00000,0.47877,0.00000,0.01061,0.01061
0.50000,0.00000,0.00000,0.23480,0.00000,0.13260,0.13260
0.50000,0.00000,0.00000,0.01068,0.00000,0.24466,0.24466
0.50000,0.00000,0.00000,0.09918,0.00000,0.20041,0.20041
0.50000,0.00000,0.00000,0.38469,0.00000,0.05766,0.05766
